frames,Redianti,Kebyar,class,S1 feature 0,S1 feature 1,S1 feature 2,S1 feature 3,S1 feature 4,S1 feature 5,S1 feature 6,S1 feature 7,S1 feature 8,S1 feature 9,S1 feature 10,S1 feature 11,S1 feature 12,S1 feature 13,S1 feature 14,S1 feature 15,S1 feature 16,S1 feature 17,S1 feature 18,S1 feature 19,S1 feature 20,S1 feature 21,S1 feature 22,S1 feature 23,S1 feature 24,S1 feature 25,S1 feature 26,S1 feature 27,S1 feature 28,S1 feature 29,S1 feature 30,S1 feature 31,S1 feature 32,S1 feature 33,S1 feature 34,S1 feature 35,S1 feature 36,S1 feature 37,S1 feature 38,S1 feature 39,S1 feature 40,S1 feature 41,S1 feature 42,S1 feature 43,S1 feature 44,S1 feature 45,S1 feature 46,S1 feature 47,S1 feature 48,S1 feature 49,S1 feature 50,S1 feature 51,S1 feature 52,S1 feature 53,S1 feature 54,S1 feature 55,S1 feature 56,S1 feature 57,S1 feature 58,S1 feature 59,S1 feature 60,S1 feature 61,S1 feature 62,S1 feature 63,S1 feature 64,S1 feature 65,S1 feature 66,S1 feature 67,S1 feature 68,S1 feature 69,S1 feature 70,S1 feature 71,S1 feature 72,S1 feature 73,S1 feature 74,S1 feature 75,S1 feature 76,S1 feature 77,S1 feature 78,S1 feature 79,S1 feature 80,S1 feature 81,S1 feature 82,S1 feature 83,S1 feature 84,S1 feature 85,S1 feature 86,S1 feature 87,S1 feature 88,S1 feature 89,S1 feature 90,S1 feature 91,S1 feature 92,S1 feature 93,S1 feature 94,S1 feature 95,S1 feature 96,S1 feature 97,S1 feature 98,S1 feature 99,S2 feature 0,S2 feature 1,S2 feature 2,S2 feature 3,S2 feature 4,S2 feature 5,S2 feature 6,S2 feature 7,S2 feature 8,S2 feature 9,S2 feature 10,S2 feature 11,S2 feature 12,S2 feature 13,S2 feature 14,S2 feature 15,S2 feature 16,S2 feature 17,S2 feature 18,S2 feature 19,S2 feature 20,S2 feature 21,S2 feature 22,S2 feature 23,S2 feature 24,S2 feature 25,S2 feature 26,S2 feature 27,S2 feature 28,S2 feature 29,S2 feature 30,S2 feature 31,S2 feature 32,S2 feature 33,S2 feature 34,S2 feature 35,S2 feature 36,S2 feature 37,S2 feature 38,S2 feature 39,S2 feature 40,S2 feature 41,S2 feature 42,S2 feature 43,S2 feature 44,S2 feature 45,S2 feature 46,S2 feature 47,S2 feature 48,S2 feature 49,S2 feature 50,S2 feature 51,S2 feature 52,S2 feature 53,S2 feature 54,S2 feature 55,S2 feature 56,S2 feature 57,S2 feature 58,S2 feature 59,S2 feature 60,S2 feature 61,S2 feature 62,S2 feature 63,S2 feature 64,S2 feature 65,S2 feature 66,S2 feature 67,S2 feature 68,S2 feature 69,S2 feature 70,S2 feature 71,S2 feature 72,S2 feature 73,S2 feature 74,S2 feature 75,S2 feature 76,S2 feature 77,S2 feature 78,S2 feature 79,S2 feature 80,S2 feature 81,S2 feature 82,S2 feature 83,S2 feature 84,S2 feature 85,S2 feature 86,S2 feature 87,S2 feature 88,S2 feature 89,S2 feature 90,S2 feature 91,S2 feature 92,S2 feature 93,S2 feature 94,S2 feature 95,S2 feature 96,S2 feature 97,S2 feature 98,S2 feature 99
1,0,0,0,-3.319298167,2.775856698,1.196352985,0.557191846,-2.499650979,-0.886326297,-0.394027908,-0.385593112,1.368605368,0.794836128,-0.052091986,1.234696193,1.657283425,0.515901862,1.255748906,0.63925305,-0.471620894,-0.341435361,-0.195656749,-1.101419509,-1.203431852,0.667608852,-0.84380651,0.949724993,0.723997005,-0.103483796,-0.292794234,0.092522545,0.052436327,-0.176747073,0.39406935,-0.051911228,0.079611203,0.01505584,-0.772562741,0.325378415,-1.072404177,0.257017326,-0.237981324,0.173609654,-0.361584935,0.057497719,0.12076045,0.027585561,-0.673578508,-0.375504645,0.171549967,0.189606791,-0.526521023,-0.061429608,-0.015970039,0.351602559,0.198254041,-0.334696107,-0.204477647,0.544574608,-0.277664373,-0.058848551,-0.150064894,-0.100898664,-0.301037656,0.017993866,-0.286665287,-0.443133517,0.107162813,-0.234537508,0.164278747,0.195007378,-0.323684344,0.401364111,-0.193059361,-0.292186481,0.08254852,0.077279764,-0.375544103,0.151577785,0.108439832,0.100975228,-0.319038767,0.332609421,-0.023441353,0.268748084,-0.047798802,-0.147859859,-0.065717438,0.101368435,0.361379251,-0.138456734,0.490915016,-0.130012453,0.011667532,-0.192123628,-0.250019421,-0.099310753,0.123386225,-0.120980448,-0.221783012,0.050514585,-0.278336123,-0.147196637,-2.058071033,-2.251203211,0.851422617,0.655771144,1.14350657,1.172340585,-0.70541533,0.276759278,-2.123460511,0.219389922,-0.929474629,-1.051539838,-1.197632112,-1.12474935,-0.430520615,-1.386193542,-1.158146091,-0.725559335,0.535326804,-0.349934063,0.523457456,0.106016411,-0.972174689,0.340321365,-0.806888462,0.287565629,0.30689296,-0.948483271,0.458911677,0.492785375,-0.409400721,0.86216496,0.474381085,1.499573055,0.396307947,-0.483570814,-0.948378475,-0.716493855,0.224096624,-0.038209693,-1.294213581,-0.122546002,0.177003188,0.480122901,0.086618894,-0.144100205,-0.228734474,-0.050363197,-0.338854292,0.08912288,0.273241031,-0.045065975,-0.307918527,-0.397655775,0.145705612,-0.427851561,-0.018897913,-0.226415715,-0.043937122,-0.131349523,-0.03628979,-0.125489235,-0.33754062,0.495118226,-0.102987185,-0.060241964,0.083982911,-0.080284285,0.08407103,0.178840206,0.114465984,0.167327536,0.267901529,0.41446406,-0.228843324,-0.223098211,0.170453852,0.070011219,-0.173859671,0.338301672,-0.181772777,0.012483235,-0.117071419,0.139121891,-0.252455556,-0.114981777,-0.082303089,-0.144969881,0.141575125,-0.119443963,-0.082866269,-0.351226602,-0.251073285,-0.11445859,0.093125985,-3.68E-05,-0.157483211,0.134696285,0.314234451,-0.085480843
2,0,0,0,0.523756967,0.839230055,-0.523369809,-0.005368437,1.307700196,-1.867478228,0.466122234,1.110575703,1.731900232,-0.076481784,-1.376030783,1.366815914,-0.147143275,0.294239545,-0.909180777,0.222102729,-0.571210958,-0.057696291,0.332331544,0.39123707,-0.236338936,-0.021959728,0.072127437,0.802703688,0.224366672,0.85385943,-0.539472358,-0.196373444,-0.093156648,0.470512782,-0.271470866,-0.227555949,0.100917749,-0.039070528,0.107965725,-0.650927951,-0.224139813,-0.040615116,0.050957381,-0.115640004,0.11420376,0.042480524,0.204433077,-0.353105138,0.106913771,0.092434723,-0.108420817,0.00213117,-0.155308921,0.422276612,0.119971553,-0.073556346,0.036948334,0.22156732,-0.152337906,0.009660862,0.43746998,-0.061293112,-0.367663903,-0.253975496,0.193654319,-0.288877177,-0.02134787,-0.047517749,-0.042918903,0.278396657,-0.214357431,0.000475136,-0.224525689,0.219222769,-0.078201516,0.053277881,0.447064929,0.094999424,0.268406489,-0.27003529,-0.074009199,0.028331834,-0.00231086,0.097742267,-0.084771817,-0.192689439,0.165713303,-0.024889672,-0.076610363,-0.207350251,-0.176252848,0.065539588,0.047082542,0.059820761,-0.072323898,-0.010399888,-0.023797602,-0.00063289,0.161374214,-0.026204919,0.063848061,0.0140835,0.20074396,-0.099329193,-4.294248106,-0.291486003,0.470410948,-1.189697297,-0.469406251,0.92879875,1.530032091,1.263589321,-0.404658416,0.616090833,0.625276076,0.257575487,0.608981477,0.449703686,-1.286986036,-0.702850235,0.802810017,-0.048417834,-0.865597644,-0.274687651,-0.037204703,0.012197223,-0.321975353,-0.319468379,0.277038119,-0.04968841,-0.790478045,-0.745702605,-0.677562983,0.280074219,-0.635099074,-0.760680888,-0.69223303,0.482937019,0.186078838,-0.057571316,-0.496549379,0.573265171,0.514496123,0.318488988,0.593536131,-0.114575445,-0.612217364,0.475081216,0.149160195,0.335405422,-0.169173486,1.425563073,0.040946478,0.092838863,0.583026044,0.272005368,0.158501914,-0.349465414,-0.010121338,0.040760635,-0.234568684,-0.132525171,-0.293548187,-0.027293169,0.305289463,-0.704088818,-0.296050519,-0.011298846,0.089568984,0.281809,-0.397063919,-0.560676292,-0.115405781,-0.28978957,0.369304168,0.186956896,0.365698412,0.571877323,0.075784035,-0.347686208,-0.124390595,-0.149667692,0.135516343,-0.283515818,0.044190927,0.21766938,0.400032257,-0.158079631,0.378167583,0.281434199,-0.051195575,-0.021295115,-0.029345684,0.491547779,-0.2725707,0.19118208,-0.273830147,-0.259185531,0.370194524,-0.104134092,-0.056578189,0.195934528,0.243961653,0.301500876
3,0,0,0,0.619194816,0.883692215,-0.465306446,0.16620924,1.425364557,-1.718001276,0.563258821,1.063510924,1.714165638,-0.051784765,-1.441519634,1.353119303,-0.116429798,0.208334252,-1.029303773,0.300462786,-0.596034766,-0.058544322,0.346895776,0.397938626,-0.220588567,0.005651142,-0.120160088,0.816393882,-0.078793321,0.758750485,-0.636904866,-0.17370808,0.000209831,0.474566483,-0.379415867,-0.224605816,0.136732134,-0.281509114,-0.034481255,-0.716706703,-0.48703145,-0.136570585,0.026869078,-0.136303174,-0.208732901,0.341006074,-0.0551651,-0.427410525,0.199888746,0.29963498,-0.051096415,0.471367054,0.041066962,0.414772496,0.190791435,-0.433048404,0.136404199,0.096340785,-0.209749331,0.004036991,0.471756769,-0.211232098,-0.169858555,-0.048517543,0.035245022,-0.317854766,-0.090834657,-0.231981531,-0.06693913,0.188922436,-0.294351254,0.018275246,-0.146619047,0.098977773,-0.078794583,-0.049531964,0.440978761,0.02361774,0.198185363,-0.049575277,0.015969767,-0.139743232,0.01042839,0.003479832,-0.021230237,-0.172955459,0.30310206,0.071600048,-0.335371354,-0.180839303,-0.018720715,0.202261579,0.03230965,0.017149128,-0.019431511,0.140799156,0.012459525,-0.087989336,0.111909331,-0.235727502,-0.029477497,-0.211480532,0.247749946,-0.107776427,-3.742883916,-0.593503326,0.036456103,-1.09164855,-0.318358614,1.494291732,1.104540192,0.828263107,-0.253498546,-0.378844153,0.210905034,-0.606952049,0.313055517,0.605058082,-1.016679589,-0.142275149,0.16891824,-0.63802747,-0.144476683,-0.874660893,-0.946697834,-0.004258841,-0.343556383,0.65848992,-0.159705302,0.255649203,-0.150137957,-0.273431477,-0.193504561,0.108590265,-0.292662254,-0.504394125,-0.414891908,0.189686397,-0.4592956,0.279655946,-0.629065654,0.347583868,0.852531104,0.8318511,0.228055454,0.707982993,-0.542503463,-0.054780236,0.063578732,-0.252061903,0.106086433,0.42088762,-0.05483387,-0.323420814,0.697615964,0.274298222,0.596189373,-0.135565613,-0.320857462,-0.393018434,-0.282039257,-0.265063988,0.105044998,-0.349724534,-0.336210769,0.022444165,-0.444307352,-0.601632032,0.356754195,-0.174838432,0.128409553,-0.062863702,0.346013256,-0.038158176,0.259489758,0.108532733,0.100329288,0.108961465,-0.054007801,0.008155827,-0.246964773,-0.042008741,0.221814851,-0.08518052,0.281778984,0.21299981,0.05252359,0.382729564,-0.021128339,0.120587482,0.302423317,-0.013215701,0.041730817,-0.064579892,-0.220823161,0.575882521,0.126583419,-0.191408412,0.105157169,0.098522405,0.307455761,0.37244068,0.114310366,-0.020210016
4,1,1,3,0.070844511,1.561996424,2.135230081,-0.745262808,-0.753288092,-0.668363606,1.358561607,-0.028166615,0.529970689,-0.49280336,-1.141816795,0.413015408,-0.465006549,-0.677027927,1.559700495,1.396347584,-0.039233668,-0.176207337,-0.159493187,-0.321354053,0.2870315,-0.232545585,0.324151396,-0.079976847,-0.119758151,0.137727673,0.232276204,0.286957607,-0.22898097,0.004711151,-0.3357348,-0.812616941,-0.375212407,0.277289834,-0.53229061,-0.366082358,0.468192843,-0.417874329,-0.379148159,0.442171661,-0.448114681,0.350480008,0.105059935,0.274695508,0.074197609,-0.405008639,-0.004355224,0.248131503,-0.148652065,-0.212144224,0.367164172,0.247721704,0.0247846,0.570413938,0.17492628,-0.338716916,-0.122068919,0.444170322,-0.396350987,0.090717831,-0.434994019,0.20964518,-0.074307523,0.018908263,-0.060425801,-0.13539144,0.298038779,0.108345682,-0.594016194,0.657324821,-0.351723061,-0.015127909,0.2327479,0.101166595,-0.211438111,0.10071235,-0.182020057,-0.130667519,-0.002072686,0.039201901,-0.273653555,-0.297889836,0.006726364,-0.356428885,0.129735575,-0.066479669,-0.099699854,0.025451946,-0.021440032,0.081661708,0.047464722,0.208784129,0.429348531,-0.044841336,-0.025068168,-0.072598625,0.186086336,-0.080090389,-0.209769871,0.123741485,-3.353109839,-1.112923096,-1.168455299,-1.962548682,-0.684268368,0.797556644,0.425693709,-0.103169006,-0.065488768,-0.867559326,-0.366107461,-1.097903543,-0.016882331,0.491272428,-0.00399491,0.347448299,-0.333061268,0.250837301,0.765997497,0.092242321,0.46716614,-0.806635717,-0.041432804,0.064636038,-0.08398021,-0.327564373,-0.20362581,0.767699948,-0.153134222,0.326339949,0.979322181,0.015285432,-0.2533613,0.26064419,-0.147583486,-0.132138365,-0.27217996,0.564829077,-0.199283384,0.462605299,-0.723497131,-0.122451865,-0.381603864,0.337668445,-0.807742799,-0.782761238,0.208815048,0.468976997,0.343730804,-0.35696818,-0.230801689,-0.176612422,0.163287497,-0.250874625,0.26649391,-0.194583428,-0.010342963,-0.379486931,0.413238298,-0.254977114,-0.390695961,-0.225974886,-0.164834049,-0.482025986,0.338401282,0.23912078,0.021569357,-0.308769552,-0.406756577,-0.271407193,-0.116052527,0.107185542,0.188347402,0.547643764,0.165902167,-0.038578484,-0.102503613,-0.27091627,-0.2880813,0.371316511,0.099733834,0.06344756,-0.173586574,-0.001606757,0.007466895,-0.04796642,0.137404092,-0.162157386,0.079835025,-0.258096521,0.11155025,-0.121148257,0.194219276,-0.033110152,0.185773369,-0.196141892,-0.109574456,0.029729119,0.065732281,-0.336481128
5,1,0,1,0.34260989,1.371614282,2.085383832,0.281282673,-1.117650408,-0.406653793,0.680267696,-0.885891651,0.256752313,0.404082888,-1.169108752,0.608931146,-1.632422771,0.03541463,1.338793897,1.483443271,-0.083477957,0.297355289,0.264957877,0.329107097,0.38821489,-0.564299565,0.202277204,0.095316491,-0.315838352,0.3884527,0.717774855,0.036343285,-0.537260669,0.439371685,0.134087456,-0.426281058,-0.186288415,0.513779363,-0.13861191,0.215782227,0.801526626,-0.068897313,-0.143183897,0.600328388,-0.412358403,0.128636881,-0.373866913,-0.2082848,-0.267106867,0.168832925,0.101565174,-0.257087986,-0.449618193,0.610630496,0.254240254,-0.259819536,-0.556703423,-0.147696379,-0.246141961,-0.414702107,-0.037885592,0.057145143,0.314907119,-0.030261743,-0.121799217,0.031869692,0.393428416,-0.051856246,-0.089638613,0.037613129,0.579120645,-0.054943573,-0.413342001,0.562466139,-0.093627875,-0.401628593,0.188517773,-0.222047181,0.213458115,-0.105418178,-0.605131802,0.170778205,-0.1609806,-0.116125656,-0.544639759,0.081866647,0.115381992,-0.100287164,0.349339676,0.291354637,-0.180030951,0.218003215,-0.192925628,0.29591484,0.000141457,0.143551697,0.165354115,0.021199276,0.267111654,-0.009742085,-0.065709177,-0.148530252,-0.088615845,0.158668966,-2.849212525,0.568723185,-1.24487093,-0.596312889,-1.399351275,-1.045701239,-0.517440918,-0.619869047,-0.282158664,1.397843816,2.182725883,0.103398068,1.623964988,-0.558465336,0.90432591,0.724732228,-0.406815985,1.149968229,-0.542179296,-0.411086873,-0.103289358,-0.010004294,-0.064756897,-0.290615022,0.942589465,0.226969906,-0.03907346,-0.646611612,-0.159390964,-0.304302996,0.385595157,-0.225652851,-0.286722518,0.551239631,0.364853545,-0.024066719,-0.31245752,-0.08768999,-0.002119421,-0.291699893,0.482805315,0.394097835,-0.101569111,-0.434450972,-0.232245574,-0.569397421,-0.353788188,-0.377104001,-0.427069684,0.249889372,0.671539457,0.224646667,0.646766303,-0.179869786,-0.464065827,0.671276362,-0.226965076,0.229286694,-0.346692594,-0.487883659,-0.467287902,-0.04818739,-0.294428648,-0.397183897,0.224566261,-0.330063819,0.558433696,0.10362654,-0.623521532,0.381543666,0.068073295,0.497432848,0.44016855,0.151397628,-0.500236025,0.216146235,-0.609655835,-0.3804155,-0.399915721,0.308431705,0.154070827,0.072299405,0.004185296,0.323063837,-0.117233228,0.278270626,-0.250656702,-0.088341683,-0.07286377,0.030340536,-0.41865646,-0.115495565,0.172763659,-0.130042759,-0.215679443,-0.152690002,-0.180472307,0.255298202,0.0851406,-0.111850476
6,1,1,3,0.159258676,0.689140788,1.919473902,0.00264568,-0.935845581,-0.847923798,0.594824599,-1.12414739,-0.10055537,0.224845583,-0.451116086,0.25746844,-1.553383987,0.096472313,1.402246272,1.302792122,0.301927541,-0.04224613,0.335083661,0.392791316,0.280223781,-0.525192512,0.629403422,-0.106964743,-0.396037047,0.065220511,-0.238015826,-0.334944045,-0.187283594,0.237049699,0.234381813,0.230915729,-0.116462552,1.276244335,-0.018599773,-0.657391181,0.124552843,-0.477840053,0.361484313,0.057809571,-0.308464727,0.2405224,-0.509745519,-0.064486034,0.195193452,0.023541161,-0.12950451,0.092559155,-0.234194876,0.442528722,-0.195039394,0.494429872,-0.493751919,0.022339634,0.442835989,-0.340331578,-0.031564485,0.495654258,-0.132617603,-0.158586899,0.189473635,-0.108072477,0.000663144,-0.179433722,-0.116659754,0.054901921,-0.156028472,0.117894886,-0.208453241,0.124332943,-0.259054641,0.236820181,0.517751272,-0.245943534,-0.335239245,0.12064451,0.13811467,0.007375145,0.08477409,-0.163380053,-0.461540062,0.169554424,-0.005298435,-0.063339925,0.146113513,0.154735219,-0.054250284,0.258575982,-0.343462288,-0.134101654,0.290848143,-0.092419911,0.139559714,-0.014233259,0.282937573,0.038670364,-0.183033828,0.054510784,-0.273277847,-0.082037293,-3.176050234,1.242036536,-0.393744201,0.347815483,-1.944639585,0.433504202,-0.648634067,-0.76223288,0.130920298,1.375501242,1.302404104,0.550127693,0.792848726,-0.389526424,0.24968116,0.798675378,-0.122755529,0.677961727,-0.527254128,-0.040749197,-0.174893688,-0.487407642,-0.730458403,-0.757369104,0.951911309,0.446454345,-0.660191718,0.327052792,0.105605029,-0.340911002,0.277183782,-0.299024591,-0.372241852,0.497731851,0.580242198,0.438330141,0.375291696,-0.415456941,0.173403462,-0.680532131,0.031376564,0.283685421,-0.472924642,0.509268425,-0.040132961,-0.173627513,-0.294266828,0.128514569,-1.061883767,0.092079582,0.308389106,-0.173544599,0.270230684,-0.312691147,-0.354845033,0.121519831,-0.459695438,-0.46431892,-0.355540522,-0.13776331,0.157557997,0.045530615,-0.10702308,-0.074715767,0.373707392,0.08925899,0.125192311,0.191754605,-0.408642366,0.247661106,0.037293072,0.149055218,0.462891044,-0.23537431,-0.107255366,-0.432366459,-0.52055557,-0.107541856,-0.250206142,0.115502196,-0.094906656,-0.222970799,0.077062016,0.635564249,0.11105857,0.16871727,-0.385631473,0.032353183,-0.257919192,-0.002452264,-0.137912962,0.080340583,0.21198185,-0.319665292,-0.45880785,0.021743343,-0.10289051,-0.373517865,0.041430112,-0.212412388
7,1,0,1,0.55135873,1.051621455,1.567270664,-0.034240415,0.624795081,-1.752996224,0.397570611,-0.046639831,0.39992881,-0.310653226,-0.82318497,0.458357584,-1.754433458,-0.02863374,0.506088865,1.215552341,-0.309506687,1.135628201,-0.248516425,0.6025991,0.051902558,0.272498424,0.573575296,0.066334836,0.203962557,-0.618027407,0.205906287,0.896099178,-0.359634852,0.541112109,-0.322773654,-1.082723126,-0.133175814,0.187077806,0.180487385,-0.272445618,0.05242368,-0.204753052,0.289807133,-0.273313352,0.366268193,0.301135695,-0.700543106,0.754215946,0.459186355,-0.097746418,0.172606905,0.439094393,-0.015022071,-0.206562404,-0.118333726,0.191685188,-0.194555839,-0.212495003,0.063373089,-0.302997372,0.160402885,-0.364568267,0.23336833,0.198550415,0.021289905,-0.191546471,0.240433853,0.029953864,0.182415096,-0.404544731,-0.131272958,0.065260086,-0.01135633,0.583548701,-0.273983152,-0.0367667,-0.067903522,0.196605054,-0.144615372,-0.150857443,0.199583999,0.230134577,0.082021405,0.235905217,0.166511353,0.636457283,-0.096304894,0.288350924,0.311245574,-0.347707955,-0.202762332,-0.18228701,-0.401920842,-0.20659975,0.096655904,-0.194178694,0.117835319,-0.113822155,-0.019627061,-0.079257365,0.090699125,-0.07399046,0.154890617,-0.020354335,-4.261590293,0.342784555,-0.19263353,-1.230621036,-1.313103333,1.577792246,0.033059842,-0.847756601,-0.505896723,-0.419138231,0.982820157,-0.505393423,0.518791917,0.17005847,-0.584000438,1.127583225,0.48502463,0.793100275,-0.521580434,0.083859639,0.18776339,-0.968021403,-0.022437011,0.146785943,0.483275007,0.212572793,-0.9629685,0.642988115,-0.522907439,-0.48736808,0.690579432,0.526230481,-0.249850018,0.125756199,-0.184946512,-0.232964575,0.177193661,-0.088002587,0.20991133,-0.700483557,-0.245667466,0.074343765,0.197963142,0.029066237,0.132533747,-0.28534739,-0.153020073,0.159104535,-0.270561858,-0.324333653,0.192038549,-0.061086719,0.270791425,0.072727889,-0.354695484,0.010764605,0.179778002,-0.159176334,0.593870633,0.149819867,0.104735502,-0.239111867,-0.313785017,0.184921718,-0.067154776,0.023391729,-0.21552022,-0.09349673,0.220643936,-0.043280089,-0.071159688,-0.370202087,0.03595741,-0.045669837,-0.085279561,0.039916654,-0.077966153,0.097837325,-0.115519825,0.000958301,0.185208861,-0.220510552,-0.035984738,0.174166617,-0.123932539,-0.278120969,-0.045850281,0.210465746,-0.01599597,-0.163806547,0.21652974,-0.000294634,0.026659687,0.02454608,0.128456447,-0.176228984,0.184962032,0.09031932,-0.032984554,-0.093250305
8,1,0,1,-1.508369736,3.265951021,1.191797801,-1.053947999,0.328344697,1.646537206,0.287712855,-1.751397322,-0.131847752,-1.414033401,0.420696773,-0.133018433,1.447653905,0.361924357,-0.416720372,0.40713129,-0.321092793,0.187281258,-1.178473505,0.69184932,0.036448993,-0.837914706,0.687821698,0.828252343,-0.982532002,1.164137247,-0.825279467,-0.623981761,0.311866073,0.656495618,0.375910268,-0.787106493,-0.916634841,-0.380070448,0.521598395,-0.051799465,0.288439249,-0.423896935,0.483917993,-0.660507996,-0.25180606,0.442967247,0.168942656,-0.080779096,0.226379402,-0.411044514,0.242240786,0.306704913,0.193635594,-0.383278024,-0.241250869,-0.543213734,-0.566461448,0.328839664,0.20390732,0.628490365,-0.265691045,0.579406537,-0.297289667,-0.098860383,0.504311506,0.213304721,-0.25074384,-0.251868932,0.238596087,0.409194438,0.335036017,0.171045253,0.488787263,-0.831940762,-0.072773748,-0.189599591,0.438141397,0.369845966,0.333406576,0.276782883,-0.409573708,-0.085669764,0.061732632,0.301404066,-0.098395384,0.192158462,0.177389593,-0.424437062,0.010716334,-0.288463178,-0.000454289,-0.357808387,5.71E-05,0.068085475,0.307783216,0.282033321,-0.150796148,-0.184388596,0.366377626,0.362788655,-0.432428846,-0.278642119,-0.15532187,0.075022093,-6.471491368,-1.668232332,1.167055031,1.57969115,2.00443545,0.350697774,-1.128511086,0.792078437,-1.435394251,1.104837733,0.144281582,-1.640502372,-0.893098584,-1.027426016,-0.278747942,0.549131887,0.270132654,0.225666661,0.001380879,-0.114022306,-0.138505335,-0.313710744,0.278472079,0.139244745,0.25048787,0.091239379,0.087288497,0.516877629,-0.088544245,-0.215214441,0.333186333,-0.659442309,0.334091058,-0.117230819,-0.184660779,0.223307969,0.412188314,0.442869033,-0.320662184,-0.113262566,0.30225281,0.042779417,-0.498461033,0.30629523,0.193897483,-0.269250657,0.015961599,-0.023115142,-0.197470693,-0.025099028,-0.017951808,0.055172583,0.035032781,0.065944312,0.308176949,-0.027172328,-0.060098033,-0.278261779,-0.050805237,0.410004741,-0.184252536,-0.027677857,-0.134201309,0.213098109,0.278959394,-0.121656605,0.039031407,0.201610782,-0.251674799,-0.2786967,0.164582844,0.250423835,-0.113958112,-0.053398031,-0.016684302,0.213466741,0.019326032,0.226604936,-0.087692937,0.030746864,0.179052307,0.204119931,0.06972624,-0.30710689,-0.0981137,-0.166445741,0.156035207,-0.076545187,0.278911425,-0.062688572,-0.315154823,0.397610168,-0.234011166,0.00138174,-0.207979957,-0.314318369,-0.34768076,-0.007983544,-0.149931997,0.026290467
9,1,0,1,0.667679096,1.434109659,1.802815349,-0.382930818,0.332120339,-1.186352479,0.615682871,-0.744544318,0.662990922,0.774809496,-0.734904423,0.591100511,-2.014798037,-0.460517236,0.254162144,1.712578053,-0.043797279,0.905939482,-0.529287713,0.238945832,-0.497876946,-0.544425773,0.519877727,0.392226517,-0.630844583,-0.038578133,0.206588875,-0.229152333,-0.666235061,0.334242533,-0.365379554,-0.074213569,-0.450649972,-0.519759723,0.096892313,0.373674464,0.305801845,-0.35134399,-0.008135651,-0.691461296,-0.37880223,-0.298171291,0.695331175,-0.054914221,0.612303069,-0.080103031,0.617931528,0.270944884,0.137908929,-0.022416053,0.210982424,-0.018775802,-0.794335624,0.115180126,0.565482049,-0.208937148,0.331012279,0.072886512,-0.069976993,-0.124684016,0.513678628,0.086886826,0.133103419,0.129369228,0.07431914,-0.319679654,0.634522661,0.288522543,-0.090024941,-0.371069696,-0.236114942,0.467010641,0.284203206,0.37009501,-0.259719079,-0.104919322,0.233117692,-0.184990001,0.105672042,-0.096533202,-0.359473952,0.966661229,0.151133683,-0.230952537,-0.01178203,0.148248858,0.369403203,-0.311072025,0.082280756,0.111700856,-0.527328803,-0.311517739,0.315600802,0.223714997,-0.113322778,0.047230757,-0.137836188,-0.051245061,0.059327912,-0.606688178,-3.991336935,0.452585849,-0.475232216,-0.881744794,-1.174724932,1.210682197,-0.25622127,-0.923271664,-0.625114849,-0.44202478,1.130094943,-0.497357104,0.669534571,0.276278224,-0.728417562,1.423138364,0.625522721,0.789082484,-0.573978408,-0.133743897,0.011298809,-0.600117035,-0.129335833,0.124206545,0.775906862,0.094697516,-0.988352506,0.43540342,-0.441160291,-0.640062741,0.608203957,0.728454068,-0.09205783,-0.143776697,-0.23625153,-0.300567696,0.11726151,0.055704995,0.187859306,-0.951500841,-0.493314608,-0.020929618,0.328360731,0.565370963,0.49733923,-0.131305605,-0.222127363,0.246036382,-0.443827342,-0.147042198,0.120870601,0.181169913,0.073345782,-0.058382529,-0.376900598,-0.068994447,0.081028798,0.057945302,0.746505035,0.696205484,0.029570541,-0.22445,-0.215818506,0.193399442,0.431043614,0.301615467,-0.003151356,-0.167196924,0.051222067,0.04017731,0.148986886,-0.064415884,0.196492542,0.037895062,0.257506854,0.093003,0.103256571,0.648760302,-0.178898291,-0.212786121,0.261810516,0.049655965,0.105010726,0.486238088,-0.168206302,-0.634758106,0.229470746,-0.037405311,-0.092851224,-0.120672586,0.022766325,0.060488303,0.188244,-0.30353194,0.000199749,-0.575590835,0.169873664,-0.287481978,-0.267723204,0.172638336
