frames,Kariana,Ngarda,class,S1 feature 0,S1 feature 1,S1 feature 2,S1 feature 3,S1 feature 4,S1 feature 5,S1 feature 6,S1 feature 7,S1 feature 8,S1 feature 9,S1 feature 10,S1 feature 11,S1 feature 12,S1 feature 13,S1 feature 14,S1 feature 15,S1 feature 16,S1 feature 17,S1 feature 18,S1 feature 19,S1 feature 20,S1 feature 21,S1 feature 22,S1 feature 23,S1 feature 24,S1 feature 25,S1 feature 26,S1 feature 27,S1 feature 28,S1 feature 29,S1 feature 30,S1 feature 31,S1 feature 32,S1 feature 33,S1 feature 34,S1 feature 35,S1 feature 36,S1 feature 37,S1 feature 38,S1 feature 39,S1 feature 40,S1 feature 41,S1 feature 42,S1 feature 43,S1 feature 44,S1 feature 45,S1 feature 46,S1 feature 47,S1 feature 48,S1 feature 49,S1 feature 50,S1 feature 51,S1 feature 52,S1 feature 53,S1 feature 54,S1 feature 55,S1 feature 56,S1 feature 57,S1 feature 58,S1 feature 59,S1 feature 60,S1 feature 61,S1 feature 62,S1 feature 63,S1 feature 64,S1 feature 65,S1 feature 66,S1 feature 67,S1 feature 68,S1 feature 69,S1 feature 70,S1 feature 71,S1 feature 72,S1 feature 73,S1 feature 74,S1 feature 75,S1 feature 76,S1 feature 77,S1 feature 78,S1 feature 79,S1 feature 80,S1 feature 81,S1 feature 82,S1 feature 83,S1 feature 84,S1 feature 85,S1 feature 86,S1 feature 87,S1 feature 88,S1 feature 89,S1 feature 90,S1 feature 91,S1 feature 92,S1 feature 93,S1 feature 94,S1 feature 95,S1 feature 96,S1 feature 97,S1 feature 98,S1 feature 99,S2 feature 0,S2 feature 1,S2 feature 2,S2 feature 3,S2 feature 4,S2 feature 5,S2 feature 6,S2 feature 7,S2 feature 8,S2 feature 9,S2 feature 10,S2 feature 11,S2 feature 12,S2 feature 13,S2 feature 14,S2 feature 15,S2 feature 16,S2 feature 17,S2 feature 18,S2 feature 19,S2 feature 20,S2 feature 21,S2 feature 22,S2 feature 23,S2 feature 24,S2 feature 25,S2 feature 26,S2 feature 27,S2 feature 28,S2 feature 29,S2 feature 30,S2 feature 31,S2 feature 32,S2 feature 33,S2 feature 34,S2 feature 35,S2 feature 36,S2 feature 37,S2 feature 38,S2 feature 39,S2 feature 40,S2 feature 41,S2 feature 42,S2 feature 43,S2 feature 44,S2 feature 45,S2 feature 46,S2 feature 47,S2 feature 48,S2 feature 49,S2 feature 50,S2 feature 51,S2 feature 52,S2 feature 53,S2 feature 54,S2 feature 55,S2 feature 56,S2 feature 57,S2 feature 58,S2 feature 59,S2 feature 60,S2 feature 61,S2 feature 62,S2 feature 63,S2 feature 64,S2 feature 65,S2 feature 66,S2 feature 67,S2 feature 68,S2 feature 69,S2 feature 70,S2 feature 71,S2 feature 72,S2 feature 73,S2 feature 74,S2 feature 75,S2 feature 76,S2 feature 77,S2 feature 78,S2 feature 79,S2 feature 80,S2 feature 81,S2 feature 82,S2 feature 83,S2 feature 84,S2 feature 85,S2 feature 86,S2 feature 87,S2 feature 88,S2 feature 89,S2 feature 90,S2 feature 91,S2 feature 92,S2 feature 93,S2 feature 94,S2 feature 95,S2 feature 96,S2 feature 97,S2 feature 98,S2 feature 99
1,0,0,0,6.956694993,2.934709208,2.274490387,0.416457747,-0.490230369,-0.705896473,1.493233442,1.766125917,0.027461969,-0.418404617,-0.677544913,-0.27514478,-0.943533345,0.064153853,-0.552735707,0.339958242,-0.683990429,0.045231906,-0.213212362,0.233894338,-0.197793278,0.409353014,0.149341936,0.68351763,0.249264524,-0.686184976,0.314119545,-0.548491541,-0.110314351,-0.833547245,-0.508889585,0.160925614,0.767307081,-0.626558331,-0.240015541,0.92163433,-0.109927065,0.872042833,0.588996136,-0.264232122,-0.184890521,-0.909212801,-0.567385156,0.053723167,-0.566835293,0.171318166,-0.608565729,0.447851699,-0.239959047,0.004755255,-0.158589968,0.289367346,-0.069459914,-0.153325434,-0.109047601,0.22709193,0.077456101,-0.238791266,0.439025766,-0.763895041,0.241733474,0.155483145,-0.231131469,0.336485976,-0.301205118,0.173076176,0.44567971,0.128204055,-0.105792934,0.046264868,0.373591445,0.079766094,-0.069657354,0.371448983,-0.235607015,-0.033479306,0.428089931,-0.482969878,-0.043547852,-0.118666611,0.019746559,0.103458448,-0.11076001,0.365286317,0.061879234,-0.194797947,-0.020135385,-0.071112545,-0.263227787,-0.120481194,-0.055725785,-0.013229554,-0.257766743,0.433713116,-0.187110734,0.122191704,0.345309017,-0.214094984,-0.258054497,0.134921688,12.23924291,-0.491734541,4.851801862,0.795600221,-1.957330456,-1.81836389,1.473699675,0.654704325,1.791970782,-0.541429859,-1.517794108,-0.416331728,1.228667577,0.146260618,0.365115431,-0.901400831,-0.293311268,-0.288387149,-1.485057749,-0.371057715,-0.038835825,-0.355767075,-0.35610259,-0.067733335,-0.50713074,0.023832364,0.273977745,0.056521601,-0.093072181,0.39448517,0.412204568,-0.162406229,-0.054348421,0.112565723,-0.80091665,0.180616187,-0.587049541,0.644055437,-0.777400731,-0.14496401,-0.205982107,0.04689953,-0.180577085,0.197753803,-0.400384139,0.366629091,-0.115551305,-0.042439682,-0.132766682,0.038319981,0.032901548,0.033851015,-0.416709351,-0.282933199,-0.113131609,-0.015422612,-0.341919848,-0.115804845,-0.452322142,-0.063946866,0.043731178,-0.306349476,-0.128153322,-0.187594189,-0.259536622,-0.549809539,0.12156023,-0.181755842,-0.137768295,-0.325721018,0.227967004,0.148163566,-0.227154179,-0.333839361,-0.188608617,0.112311965,-0.051604617,0.440788346,0.192303932,-0.01192853,-0.325406711,0.209070911,0.090154178,0.15743882,-0.267845746,0.129427246,-0.018567472,0.276201221,0.130301223,-0.008672155,-0.054331673,-0.125780363,0.044279194,0.251480211,0.022439909,0.075130381,0.094172836,0.248231126,-0.076362203,-0.238413905
2,0,0,0,0.506581863,-2.312449048,-0.142146581,-0.520223493,0.341679107,1.900462569,0.335738225,-0.610353273,0.351304423,-0.098567244,0.160995897,-0.184660842,-0.804866706,0.060915472,-0.733831964,0.339701109,0.050361659,0.33417147,0.25359485,-0.016108621,0.261994106,-0.127893531,0.065692892,-0.06665082,-0.050882674,0.070587213,0.058669636,0.133443662,-0.390746554,-0.252442934,0.127396066,0.35861449,-0.152359758,-0.321620183,0.162471906,0.003524139,0.047964606,-0.142524878,0.087986158,0.205538934,0.012366134,0.2200524,0.016844167,-0.18252895,-0.19708873,-0.248878197,-0.126935956,0.087252384,0.324759082,0.235374711,-0.087960668,0.356543856,-0.09564731,0.082111868,-0.216028752,-0.039296412,-0.259676167,0.23209034,0.030275591,-0.051176264,-0.090192181,0.253858997,0.059226784,-0.217542544,0.062517894,0.135986603,-0.02371827,0.065258063,0.330182264,0.017880244,0.009379206,0.227314568,0.041296876,-0.037545267,0.006634092,-0.164435763,-0.147990507,-0.139459532,-0.264564309,-0.122955851,-0.038672613,-0.129915867,0.04615843,0.178810158,-0.107118525,0.017713653,0.023700994,0.195499921,0.138000986,0.15263644,0.008769644,0.02072792,-0.043298035,0.071672628,0.109323347,-0.036789172,-0.060639165,0.014971921,-0.001417009,-0.093739309,0.794927184,4.131399317,-0.308142341,0.230277775,1.258455034,-0.11694865,-0.568471757,1.114311905,0.826853641,-0.138693819,-0.069598356,0.388581545,1.075266471,0.201685093,0.075207472,0.513095058,-0.267116926,-0.018618362,0.050280161,-1.241233979,-0.5403766,0.168091945,-0.84707557,0.034174225,-0.002503472,-0.058878419,-0.515967104,0.822610012,-0.523886151,-0.211081091,0.032147934,-0.798782888,0.103128995,-0.320757885,-0.407327864,-0.101565877,0.438216473,-0.802443877,-0.1453366,0.494106025,0.126445944,-0.407794908,-0.017069704,-0.154679879,0.128512544,-0.03547624,0.003098018,-0.335853907,0.306076254,0.408023337,-0.277130368,0.156162178,-0.282257508,-0.227142916,-7.69E-05,-0.174293239,-0.210584903,-0.388855264,0.254409621,0.086768077,0.030798044,-0.283709988,0.01141667,0.156006551,-0.399686772,0.202091556,-0.508934034,-0.084530006,0.328193319,0.13122421,0.114692653,-0.056471211,-0.010897453,-0.087023347,0.096886224,0.111724345,0.436094633,0.149708628,-0.087692476,0.061606705,0.12266687,-0.718845764,-0.006167242,-0.217685147,0.288528793,0.118696416,-0.38701204,-0.05838698,0.534907253,-0.203339045,0.106063004,0.547138388,-0.189725075,0.024335772,0.094362567,0.328186791,-0.033782691,0.39203691,-0.214438463,0.205800712
3,0,0,0,0.283588188,-1.84045839,-0.510399714,-1.131546348,0.132202916,1.116222695,-0.222430504,-0.527706515,-0.118825174,-0.023052241,-0.493825986,0.007664512,-0.53742486,0.002357896,-0.5093227,0.515795218,0.0493841,0.275402317,0.321210448,-0.007720407,0.059031376,0.04959337,0.10628041,0.223437151,0.17099154,0.193186843,0.025799175,0.14221074,-0.17120209,-0.160876616,0.09244014,0.12551741,0.017343031,-0.365683034,0.099600833,-0.107711305,0.223518216,-0.076717173,0.342731774,0.14590497,0.126061211,-0.018680251,-0.020871009,-0.303270312,0.007745203,-0.400179868,-0.101482829,-0.111909829,0.208605526,0.197595383,-0.136855831,0.363589367,-0.134655875,0.138625869,-0.180648753,-0.193479173,-0.115233648,0.348714932,0.014621714,0.09682001,-0.079578405,0.143167506,0.090649869,-0.160413649,0.124505997,0.044144263,-0.018876576,0.176464177,0.336976851,0.185463593,0.021615864,0.114242779,0.195987518,0.084052406,0.00727991,-0.185523756,-0.003772449,-0.069831147,-0.262030656,-0.181032582,0.094943275,-0.101882696,-0.006673782,0.171041162,0.015336564,-0.112498246,0.018987848,0.021670225,0.039756196,0.1548631,0.062262586,-0.056027682,-0.082225088,-0.105773103,-0.000945295,-0.152346784,0.07377673,0.156594363,-0.086703175,-0.269673006,2.138773791,-0.951870938,2.39802447,1.732370692,1.250210343,1.310273208,-0.349819397,1.761712487,0.353082183,-0.928651574,-0.853216887,-0.072941034,0.950973355,-0.275948466,0.445249363,0.21815506,-0.317716206,0.710809077,-0.199574093,-0.442329197,0.091292555,-0.315970423,0.210101945,-0.71713606,0.48034295,0.452231309,0.145444043,0.609823111,1.340533,-0.945277497,0.323699168,0.260434862,0.349640765,-0.865227132,-0.558982991,-0.028880349,-0.20424068,-0.101446234,-0.484879794,0.783669186,-0.008108158,0.101785705,-0.421213978,0.123771917,-0.019063227,0.000356381,-0.245733027,0.73998697,0.460699008,-0.183940254,0.00460761,-0.623556106,-0.585889191,0.465594081,-0.099456215,-0.480668868,-1.172357863,-0.749681764,0.055673339,0.113874271,-0.596969206,0.006267106,1.104087389,-0.041413191,-0.369980765,-0.260038398,-0.001545774,0.304022522,-0.190519275,-0.066328672,-0.644970643,0.11529549,0.041893918,-0.340714629,0.131741889,-0.346370629,-0.225781899,0.802874466,-0.075016251,-0.122924033,0.302747202,-0.387086911,0.263412964,-0.589366568,0.017275807,0.104121227,-0.523962679,0.011788742,0.419451924,-0.497957256,0.370840672,-0.166153043,-0.050836431,-0.092864912,0.404710955,-0.304256056,-0.39181319,-0.010790789,0.197040997,-0.049126029
4,0,0,0,0.134469382,-2.239595515,-0.175131645,-0.82048784,0.008302879,1.576775607,0.188406912,-0.592305392,-0.039259091,-0.049812466,-0.665814486,-0.124591638,-0.478444699,0.072263981,-0.400137857,0.616333927,0.265006366,0.133324307,0.334681274,0.21031279,-0.14541844,0.098092456,0.055236169,-0.053850828,-0.01237017,0.139478771,0.087339605,0.08567246,-0.253628783,-0.208555742,-0.091047033,0.148116261,-0.064094595,-0.148801962,0.158238618,-0.032406298,0.24954987,-0.061337827,0.384724326,0.22116201,0.079308336,0.137615193,-0.106520969,-0.411393568,-0.043583067,-0.207848464,0.07119095,-0.100734269,0.136742567,0.318472366,0.055700528,0.328116831,-0.116036665,0.198528012,-0.08829634,-0.291150802,-0.035551671,0.223830298,-0.049695661,-0.064290794,0.077299981,0.267830849,0.205510162,-0.277236692,0.047376576,-0.023988983,0.066358877,0.228189616,0.317505051,0.121305614,-0.005531361,0.220759815,0.024720467,0.04658591,0.03308686,-0.378594367,0.098906738,-0.121094661,-0.284882471,-0.198253,0.103750187,0.014935271,-0.12686086,0.201876298,-0.00160074,0.115543411,0.037310068,-0.060470979,0.092633522,0.165280156,-0.005563082,0.009506637,-0.02469789,-0.041799646,-0.040887236,0.026336006,0.001545224,0.137929666,-0.012132001,-0.075162871,1.585729475,-0.483367325,1.480652314,1.161550675,2.148073029,1.206900019,-0.130006183,-0.44066098,-0.143172969,0.237351849,0.267261004,1.032350375,0.008731417,-0.775932677,1.02064488,-0.920255651,0.327228005,0.314535954,0.572502632,-0.066637337,-0.089407023,-0.471872697,0.392891005,0.049891647,-0.295015583,-0.536362251,-0.630868665,-0.323766375,0.317566317,-1.429698778,0.246704152,-0.068625181,0.521971748,-0.529771613,-0.164978173,-0.405273695,-0.751313338,-0.797788524,-0.159237874,0.224639158,0.000300408,-0.021246735,-0.648353653,-0.551653792,-0.20975998,-0.703164833,-0.447646615,0.15754962,0.480714275,0.061829886,-0.169969403,-1.057935922,0.163891903,0.278132575,-0.497398125,0.162058581,-0.211890964,0.241564222,0.304444892,-0.203274774,0.214646544,0.340059462,0.337479634,-0.206473239,-0.687674133,0.258310187,-0.497706251,0.084758827,-0.077409972,-0.050085857,-0.161977061,0.103602904,0.448936667,0.316705111,-0.181541282,-0.064856103,-0.21969954,0.038011627,-0.330432177,-0.426282739,0.10861984,-0.505226166,0.289304319,0.152222945,-0.173469037,-0.303463916,0.003434091,-0.018048487,0.451998381,0.090270655,-0.25726288,0.104453393,-0.108687283,0.03920127,-0.119838486,0.148465819,-0.136103199,-0.450203512,0.149237774,-0.290023018
5,0,0,0,0.2534116,-2.094398616,-0.144053083,-0.800488278,0.023742696,1.670891724,0.222527132,-0.592209796,-0.080140166,0.015433218,-0.82790139,-0.090836865,-0.545894229,0.005785912,-0.414035763,0.564907527,0.124747931,0.040548599,0.546394926,0.432832371,-0.069722754,0.289833155,0.050368333,-0.148760012,-0.233668375,-0.016762937,-0.058546265,0.042115013,-0.279731563,-0.281198972,-0.153158696,-0.055994792,0.065953642,0.028380638,0.092859979,-0.144569496,0.127643476,0.197525748,0.337300173,0.219453825,-0.006481954,0.140621886,0.005773936,-0.361392579,-0.156729433,-0.305684024,0.035150186,-0.062104143,-0.187296326,0.328172053,0.09934005,0.111423364,-0.07861987,0.095543669,0.068263024,-0.344037828,-0.114770165,0.169573079,-0.149226703,-0.105905284,0.061058514,0.048006783,-0.001139018,-0.223862092,-0.148662151,-0.137321248,0.198059465,0.316850467,0.213511983,-0.036081166,0.026070037,0.171730028,0.095515091,0.150546436,-0.030651782,-0.402193747,-0.04728156,-0.050151667,-0.211327855,-0.178501536,0.063018845,0.078532772,-0.183887131,0.083770081,-0.041097607,0.096825431,0.148492877,-0.146788989,0.118227686,0.219953345,0.068971006,0.117836138,-0.109330736,-0.09449651,-0.051442102,0.049657631,0.03610112,0.002969874,0.026602608,-0.142156554,1.935388298,-1.667377104,1.587721815,1.325758788,2.27726844,1.288513206,-0.034587941,-0.565107572,0.341810929,-0.003517608,0.011707489,1.01642868,-0.383007025,-0.57030194,0.754216727,-0.329179428,-0.117559653,0.455656366,0.749611898,-0.191675751,0.236903213,0.192750244,0.702208057,0.139091839,-0.275706504,-0.268802233,-0.405255126,-0.323682885,-0.355893263,-1.093378329,0.479677578,0.207387229,0.337777773,-0.340612024,-0.142148339,-0.367017608,-0.444949306,-1.082349905,0.025299328,0.130719514,-0.187296078,0.343085432,-0.119325142,-0.819648435,0.077541911,-0.51404382,-0.271665136,0.161969746,0.582003796,-0.025584848,0.284390466,-0.470781112,0.218627638,-0.09730243,-0.375140015,-0.081466673,-0.300703453,0.006682026,0.061388237,-0.121228162,0.105930701,-0.163298027,0.060814729,-0.382335067,-0.2919315,0.160664197,-0.617542517,0.089554213,-0.299307625,-0.107685356,-0.276172135,0.142653435,0.475426406,0.130115342,-0.053652275,-0.291145442,-0.428399777,0.411067257,-0.017912137,0.086824819,0.272504537,-0.43876907,0.026964292,0.125590876,-0.113663004,-0.217219744,0.188764634,0.173298013,0.407537262,-0.017207086,0.048710117,0.102376729,-0.548341679,0.329961577,-0.014136879,0.111816424,0.016846457,-0.340508956,0.0824183,-0.003463891
6,0,0,0,0.775205083,-1.302140454,-0.71707936,0.778964873,0.347301013,-1.48154785,-0.614757936,-0.295880507,-0.549695991,-0.551880739,-0.323247128,-0.103808046,-1.117403101,-0.275994119,-0.563820462,0.250293872,-0.860966879,-0.051158217,-0.320944622,-0.028965411,-0.429999663,0.267886754,-0.239031975,0.886302201,-0.345904573,-0.663526137,-0.645363541,0.093191011,0.028962479,0.005578252,-0.218109629,0.342227724,0.236122387,-0.381760174,-0.130214311,-0.056095119,0.045852684,-0.281455584,0.329583003,0.125818051,-0.159843004,0.163109146,-0.177684319,-0.25379905,-0.553974107,-0.044184131,0.063039491,0.014612794,-0.399596097,0.271124177,0.317564709,0.210326757,-0.213867299,-0.133789643,0.080155434,0.32106983,-0.245939499,-0.059367569,-0.319223778,-0.05047643,0.227833745,-0.040555418,0.222298057,-0.216173682,-0.126812891,-0.065698725,-0.007297484,0.17400799,0.130901011,-0.01495288,-0.017108228,0.51442086,0.544880339,0.010777778,-0.027247374,0.050544848,-0.004361258,0.025938298,-0.07404642,0.323356875,-0.085223977,0.163667081,-0.165713561,-0.113920722,-0.078928837,-0.001699698,0.07519656,-0.001842843,0.197749236,0.142192318,-0.038468366,0.022253486,-0.056183947,0.021930669,0.061506037,0.306672142,0.375249685,0.053050084,0.2433551,-0.132306075,1.870602456,-0.974898355,0.911841494,0.280264565,1.965553105,-0.008633371,-0.856252486,-1.163258092,1.433185982,-1.161914968,0.030146361,0.929534608,0.721646536,0.643954178,1.582114532,0.008180503,-0.100919272,0.845562963,-0.271148337,0.403340504,0.132242668,0.303792891,0.682556844,0.061285052,-0.339418395,0.29025663,-0.041469958,-0.182224233,0.367538409,-0.79208527,0.372109524,0.408019441,0.059213613,-0.417310425,-0.167540754,-0.583819019,0.213578803,-0.856853494,0.009230947,0.477152576,-0.235332778,0.010986326,0.001619834,-0.60638363,0.088214603,-0.352493133,-0.449793551,-0.05842987,0.459663307,-0.392749086,0.198332989,-1.135988356,0.325207526,-0.242741396,0.068775951,-0.063262908,-0.555016163,-0.338073303,0.305678225,0.124450135,-0.309119417,-0.005051579,0.221368766,-0.363610341,-0.272544094,-0.202607086,-0.113346081,0.294462584,0.357114189,0.113662277,-0.169800846,-0.011233411,0.110406856,-0.048709314,0.417937572,-0.333908219,0.039601991,0.092557831,-0.163715884,0.476447885,0.222683648,-0.246976346,-0.087769273,0.09882952,-0.058485214,-0.058063042,0.035610515,-0.072845708,-0.077967565,0.360757332,-0.056867613,0.149542513,0.034855455,0.180514058,-0.068425512,0.014584414,-0.138421491,-0.562805034,-0.495789068,-0.213104694
7,0,0,0,1.589973274,1.312838223,-1.812320891,0.548075058,-0.621284604,0.871782945,0.219274693,-0.266612092,0.06080479,-0.530027233,-1.231341877,-0.10724819,0.298042433,0.81886813,-0.297597159,0.570533128,0.124271092,-0.107779096,0.413497123,-0.571273772,-0.384075731,-0.349125709,-0.313000427,0.306672496,-0.133478305,-0.841962153,-0.591572077,-0.039105597,-0.577407506,-0.01898967,-0.173086209,0.449148785,-0.425180941,-0.789265792,0.339793132,-0.275877232,-0.478105083,-0.412124011,0.071112332,-0.432779121,0.153968074,0.364137232,0.091853589,-0.493511461,-0.695864453,-0.198247919,-0.368641681,0.239710928,0.189405948,0.253212446,-0.023868507,0.11131146,0.223889271,-0.214898421,-0.274540668,-0.038995111,0.324035208,0.140101403,0.031836893,-0.221939363,0.295911217,0.299935169,-0.099385141,0.114866323,0.042776626,-0.015278349,-0.016505245,-0.131312259,0.178931846,0.218589739,0.064595106,0.464333288,0.163303974,-0.100444284,-0.055768241,-0.118336191,-0.110123624,-0.098983769,0.011298268,0.276591117,-0.230361032,0.026029729,0.116496758,-0.020674008,-0.446248113,-0.249389519,0.050372125,0.2447158,-0.082037742,-0.248806788,-0.293897353,0.216147861,0.127196502,-0.233121326,-0.200169619,0.106487476,0.180600909,-0.133698893,-0.248930149,-0.0456092,1.367985362,1.221735346,-1.321683442,-0.727455411,-0.747411955,0.326134765,-1.900285657,0.617417136,0.561557888,-0.52106624,-1.337947732,0.579321028,0.77209278,-0.308395043,0.469030687,-0.682967952,0.119230879,-0.361430222,0.430742836,0.042838837,0.03539068,-0.097154049,0.450175699,-0.415528895,-0.02574787,0.385582444,0.50216763,0.382976794,-0.104562383,-0.275885201,-0.456525525,-0.632250747,0.209895446,0.258715226,0.268939994,0.037144099,-0.474017037,-0.138019517,-0.1581611,-0.079208307,-0.171058046,-0.231924372,-0.620419172,-0.200646995,0.255730627,-0.053957521,0.07522647,0.108669103,-0.016720944,-0.042218489,-0.056907345,-0.538820667,-0.007296657,-0.074329999,0.157672419,0.42294214,0.167703678,-0.165705613,-0.002247914,-0.029691258,0.102987794,0.512641195,0.127841887,-0.010512846,0.111436381,0.136466709,0.117755377,0.09577776,-0.436876355,-0.141887503,-0.344785724,-0.048126968,0.109806937,-0.097126477,-0.25037267,0.123699367,0.270097922,0.213567166,0.231914124,0.137174805,-0.03532791,-0.081603722,0.471353262,0.106095894,0.123990877,0.025370709,-0.028022101,-0.1346019,-0.117111621,-0.229025052,-0.186756991,-0.144165822,-0.146391441,0.046567742,-0.12535713,-0.020003472,0.015582297,-0.004673533,-0.088842714,0.204432272
8,0,0,0,5.232753644,0.218097133,2.91130011,0.853701985,0.363514235,-1.444689528,1.447012325,-0.796399823,-0.013774646,0.141414713,-0.095446611,0.468766018,1.171794042,-0.156566401,0.591021489,0.177909897,0.01261358,0.243187627,0.68459132,-0.368509158,0.075762132,-0.267714236,0.085470389,-0.272950993,-0.425439509,-0.040906353,-0.113721445,-0.151061859,0.447785396,0.020212508,0.136185755,-0.371126051,-0.432542786,0.208672995,-0.425285663,0.258625774,-0.397306465,-0.238362597,-0.319591266,0.446401892,0.018105489,-0.504350514,-0.625498142,0.144673628,-0.394337832,0.160575556,-0.392161658,-0.012479152,0.379763204,0.31633109,0.003608981,0.195995548,0.067400045,0.304356091,0.591383059,-0.387910693,-0.234153357,-0.076919031,-0.400025353,-0.255445913,-0.268624953,-0.0848165,0.179266962,-0.011374984,0.135182626,0.125166488,-0.074085581,0.059532138,0.134119426,0.32988286,0.086662841,0.175554855,-0.299748033,-0.156642842,0.057341691,0.242706805,-0.239820154,-0.237948295,-0.00383743,-0.01257938,0.081402163,0.020283179,0.149639691,-0.11818402,0.161036871,-0.016703375,-0.055534541,-0.069733925,-0.147094324,0.070635352,0.141016753,-0.36002489,0.086153682,-0.032453952,0.140128503,-0.100778978,0.052041472,-0.013290537,-0.119274221,-0.198045312,7.786366042,3.435753756,0.707162026,-0.518371282,-0.574420221,-1.343396746,-0.966993394,0.028167253,-0.498292791,-0.349413123,-1.398546602,0.326087097,0.895421131,-0.47485588,-0.225703551,0.620740555,-1.000665737,-0.859757875,0.822682449,-0.144723257,0.024713205,0.182290127,-0.381610013,-0.142762648,0.784713823,0.117064702,0.499554228,0.803775319,0.124607572,-0.457937231,-0.16912027,-0.482641216,0.10990534,0.388599077,0.913381318,0.047028541,0.002037612,-0.216817616,-0.109091195,0.280882597,0.195131982,-0.525485787,-0.184265781,-0.450802731,-0.11761218,0.060601998,-0.15759846,-0.046085049,-0.081132859,0.109923838,0.097817571,-0.346849221,-0.191411766,0.261993673,0.197148371,-0.094632621,0.073657746,0.163945485,0.345203824,-0.205234916,-0.100584604,0.163087244,-0.283546653,0.303416275,0.005026751,-0.185291541,-0.202465873,-0.144393301,0.248940586,-0.477558,-0.187371258,0.120470509,-0.065418488,-0.389638959,-0.113669552,-0.117727219,-0.113526976,-0.013029354,0.176846765,-0.244312178,0.203918369,0.008325663,-0.062484856,-0.265342714,-0.15762202,0.332346905,0.495843712,0.188887744,0.007808536,-0.203589843,-0.367220862,-0.045141367,-0.21771944,-0.023300509,-0.052623427,-0.300305103,-0.144348602,0.047372063,0.148206089,0.15482743
9,0,0,0,1.609506188,1.35779783,-1.738806363,1.667648853,-0.908358588,0.736891809,0.472554655,-0.545931783,0.479572349,-0.624502519,0.018880407,0.105053613,0.465698898,0.383236193,0.417035359,0.557833678,0.526712139,-0.811495462,-0.228214968,-0.247106914,-0.416884277,0.4721522,-0.696697258,1.118277466,-0.162768881,-0.188147401,0.347412152,-0.062646416,-0.616920197,-0.157521337,0.614352449,-0.652971239,-0.255330939,-0.991623012,0.717691891,0.305012049,0.052824322,-0.629282403,-0.120232168,0.072386221,0.017314275,-0.2502215,0.150616854,-0.982147186,-0.050603353,-0.225830726,-0.409190485,0.529283594,0.223289528,0.134842031,0.413007045,0.188239321,0.491954977,-0.301855116,-0.400890144,0.039012412,-0.211228232,0.119695943,-0.148608448,-0.088835272,0.048588311,0.025468731,-0.226559961,-0.030289311,-0.46635418,0.160267008,-0.083344684,0.210209053,0.077264422,-0.21907594,-0.203509826,0.051608168,0.187615782,-0.069448844,-0.025659313,-0.279753991,0.481759786,-0.130597077,0.012518446,-0.545871987,-0.139458982,0.180790352,-0.412428903,0.340770925,-0.366266814,0.067969042,-0.283858758,0.075530164,0.046180428,-0.026313176,-0.38218373,0.110376677,-0.107909747,-0.04156722,-0.055297273,0.032007831,-0.300215331,0.448214647,0.117323115,-0.181184016,1.542850859,0.096821172,-0.716780683,-2.296913719,-0.033279482,0.53860276,-0.478544073,0.467873813,0.691838444,-0.466699453,-0.526925926,-0.503701787,0.141637753,-0.017140631,0.748514738,-0.442814538,1.641735898,0.057472553,0.350065928,-0.046058661,0.476444121,-0.004005581,0.057155197,0.078570467,-0.134113447,-0.029959304,-0.358413423,0.074757659,0.163041439,0.337349453,-0.208242455,-0.284102161,-0.077705139,0.115532494,0.093751915,0.206970691,-0.384605767,0.189103782,0.251893888,0.060846288,-0.108094539,-0.242415426,0.147749327,-0.324588625,-0.045917269,-0.20648087,0.14408827,-0.027278565,0.119646099,-0.057000137,0.382396898,0.062103548,-0.014818953,-0.021705758,0.176783924,-0.096852364,0.0719974,0.06299659,-0.106553637,0.199845659,0.084226341,-0.088112954,0.450045321,-0.109828934,-0.148235105,0.236031717,0.118334593,0.165425275,-0.002677336,-0.259150566,-0.205512536,0.136218592,0.18521548,0.016458057,-0.289741071,-0.006024825,0.24012758,-0.166078541,-0.071972051,-0.066839148,-0.012124808,-0.100770328,0.121490405,0.178760502,-0.019518007,-0.043244094,0.00598385,-0.192261046,0.038208577,0.237246537,-0.091745073,-0.022256061,0.011680789,0.066316603,-0.010630984,-0.034666778,0.045837206,0.080071203,0.055495339,0.099903475
